name,now_cost,total_points,form,minutes,goals_scored,assists,clean_sheets,xG,xA,name.1,team_id,team_name,event,team_h,team_a
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,1,1,20
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,3,1,5
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,6,1,11
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,7,1,17
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,9,1,12
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,12,1,16
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,14,1,14
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,16,1,8
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,18,1,10
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,21,1,18
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,22,1,2
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,24,1,13
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,26,1,19
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,29,1,6
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,30,1,9
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,32,1,4
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,34,1,7
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,35,1,3
Arsenal,46,46,1.0,595,3,1,2,0.82,1.2,Arsenal,1,Arsenal,37,1,15
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,1,1,20
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,3,1,5
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,6,1,11
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,7,1,17
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,9,1,12
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,12,1,16
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,14,1,14
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,16,1,8
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,18,1,10
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,21,1,18
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,22,1,2
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,24,1,13
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,26,1,19
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,29,1,6
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,30,1,9
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,32,1,4
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,34,1,7
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,35,1,3
Arsenal,82,76,4.0,1724,2,4,9,3.76,5.19,Arsenal,1,Arsenal,37,1,15
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,1,1,20
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,3,1,5
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,6,1,11
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,7,1,17
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,9,1,12
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,12,1,16
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,14,1,14
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,16,1,8
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,18,1,10
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,21,1,18
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,22,1,2
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,24,1,13
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,26,1,19
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,29,1,6
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,30,1,9
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,32,1,4
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,34,1,7
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,35,1,3
Arsenal,55,117,4.5,2610,0,0,11,0.0,0.01,Arsenal,1,Arsenal,37,1,15
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,1,1,20
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,3,1,5
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,6,1,11
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,7,1,17
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,9,1,12
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,12,1,16
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,14,1,14
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,16,1,8
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,18,1,10
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,21,1,18
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,22,1,2
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,24,1,13
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,26,1,19
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,29,1,6
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,30,1,9
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,32,1,4
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,34,1,7
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,35,1,3
Arsenal,62,89,6.5,2154,2,5,9,1.99,5.01,Arsenal,1,Arsenal,37,1,15
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,1,1,20
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,3,1,5
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,6,1,11
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,7,1,17
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,9,1,12
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,12,1,16
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,14,1,14
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,16,1,8
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,18,1,10
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,21,1,18
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,22,1,2
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,24,1,13
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,26,1,19
Arsenal,102,107,0.0,1268,5,11,6,4.17,5.6,Arsenal,1,Arsenal,29,1,6
