name,now_cost,total_points,form,minutes,goals_scored,assists,clean_sheets,xG,xA,predicted_points,team_a
godo,4.4,1,0.0,14,0,0,0,0.0,0.0,3.9237786938038095,
berge,5.0,41,2.5,1643,0,0,4,0.16,0.43,19.67,
amissah,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
silva,1.1,55,5.5,0,0,0,0,0.0,0.0,3.9237786938038095,
willian,5.0,7,2.0,128,0,0,1,0.13,0.21,12.66,
enciso,5.4,24,2.0,554,0,1,2,1.63,0.59,32.59,
al-hamadi,4.7,8,0.0,125,0,0,0,0.35,0.04,11.7,
baggott,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
broadhead,4.9,17,1.0,445,0,0,1,1.11,1.01,32.38,
burgess,3.8,15,0.5,945,0,1,0,0.72,0.24,27.45,
burns,4.8,30,0.0,922,0,1,1,0.5,1.17,34.56,
chaplin,5.1,33,0.0,605,1,2,1,1.18,0.54,41.3,
h.clarke,4.0,1,0.0,377,0,0,0,0.08,0.1,2.52,
davis,4.3,51,1.0,2461,1,2,2,0.89,4.18,74.46,
delap,5.6,108,2.0,2172,10,2,3,8.32,1.32,105.93,
edmundson,4.0,1,0.0,1,0,0,0,0.0,0.0,3.9237786938038095,
greaves,3.9,32,0.5,1665,1,0,2,1.24,0.15,32.56,
harness,4.9,2,0.0,43,0,0,0,0.0,0.05,5.780833333333334,
hirst,5.4,30,3.0,258,2,1,0,1.09,0.11,30.35,
humphreys,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
hutchinson,5.2,77,1.5,2225,3,2,3,2.34,1.64,74.82,
johnson,3.9,17,0.5,945,0,1,0,0.68,0.41,22.85,
ladapo,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
luongo,4.4,9,0.0,179,0,0,0,0.0,0.01,44.8585142912643,
morsy,4.8,51,0.0,1977,1,1,2,0.31,1.03,48.8,
ndaba,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
slicker,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
taylor,4.8,27,1.0,478,1,0,0,0.57,0.73,43.02,
tuanzebe,3.9,19,0.0,1095,0,1,1,0.21,0.11,17.21,
walton,4.3,14,0.0,540,0,0,1,0.0,0.0,3.9237786938038095,
woolfenden,3.9,16,1.0,1007,0,0,1,0.03,0.02,11.67426923076923,
phillips,4.8,25,1.0,1201,0,0,1,0.44,0.46,25.4775,
muric,4.4,49,0.0,1620,0,0,1,0.0,0.01,44.8585142912643,
jaden,5.3,35,2.5,782,2,0,2,2.35,0.34,41.14,
townsend,3.9,4,0.0,136,0,0,0,0.0,0.15,3.3445,
szmodics,5.7,53,0.0,976,4,0,2,3.44,0.44,49.93,
cajuste,4.5,46,5.5,1435,1,0,1,0.33,0.38,38.85,
o'shea,3.9,36,2.5,2312,0,1,2,0.84,0.27,39.21,
j.clarke,5.4,43,3.5,855,0,4,1,0.94,0.94,46.53,
ogbene,4.8,7,0.0,237,0,0,0,0.0,0.05,5.780833333333334,
godfrey,4.0,-1,0.0,108,0,0,0,0.0,0.02,9.35128214840715,
mckenna,0.5,16,1.0,0,0,0,0,0.0,0.0,3.9237786938038095,
palmer,4.5,9,1.5,450,0,0,0,0.0,0.0,3.9237786938038095,
buonanotte,4.6,63,1.0,1312,4,2,2,3.61,2.01,72.55,
j.ayew,5.1,58,0.5,1312,4,0,2,3.35,1.22,63.57,
edouard,5.1,7,0.0,141,0,0,0,0.39,0.07,11.08,
b.soumaré,4.4,32,2.0,1559,0,0,0,0.27,0.8,25.69583333333333,
cannon,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
choudhury,4.4,4,0.0,129,0,0,0,0.0,0.19,11.7195,
coady,4.0,12,1.5,902,0,0,0,0.0,0.47,13.27,
daka,4.8,25,2.0,450,1,0,0,0.78,0.04,23.88,
de cordova-reid,5.2,43,0.5,628,1,4,0,0.75,0.14,45.09,
faes,3.9,35,1.5,2092,1,0,1,1.16,0.38,37.46,
golding,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
hermansen,4.4,54,5.5,1935,0,0,1,0.0,0.02,9.35128214840715,
iversen,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
justin,4.1,48,1.5,2274,2,1,1,1.45,0.61,48.01,
kristiansen,4.4,32,1.5,2276,0,1,1,0.13,1.67,29.52,
marcal,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
mavididi,5.0,60,1.0,1387,3,1,1,1.59,3.14,62.89,
mcateer,4.7,19,0.5,388,0,1,1,0.55,0.22,20.28,
ndidi,4.9,46,1.5,1646,0,4,1,1.74,1.23,53.2,
okoli,4.0,19,0.0,1001,0,0,1,0.14,0.13,15.76,
ricardo,4.1,3,0.5,152,0,0,0,0.04,0.04,3.33,
souttar,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
stolarczyk,4.0,10,0.0,540,0,0,0,0.0,0.0,3.9237786938038095,
thomas,3.9,5,1.5,362,0,0,0,0.04,0.08,5.305,
vardy,5.3,100,2.0,2226,7,4,1,9.3,2.44,101.19,
vestergaard,3.9,11,0.0,1390,0,0,0,0.11,0.08,10.333333333333336,
ward,3.9,2,0.0,135,0,0,0,0.0,0.0,3.9237786938038095,
winks,4.4,40,1.0,1536,0,2,0,0.23,1.53,38.9,
skipp,4.7,19,0.0,770,0,0,1,0.13,0.28,15.6,
a.fatawu,5.1,26,0.0,576,0,2,0,0.41,1.42,32.6,
alves,4.4,1,0.0,1,0,0,0,0.0,0.0,3.9237786938038095,
nelson,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
el khannouss,4.8,57,1.5,1522,2,1,1,0.68,1.71,71.1,
cartwright,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
wilson-brown,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
coulibaly,4.0,1,0.0,107,0,0,0,0.04,0.04,3.33,
van nistelrooy,0.5,8,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
a.becker,5.6,90,3.0,1878,0,0,9,0.0,0.2,12.5275,
alexander-arnold,7.3,135,2.0,2144,2,6,12,1.52,6.55,120.63,
bajcetic,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
bradley,4.7,16,0.0,364,0,0,1,0.49,0.26,16.23,
clark,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
darwin,7.0,60,10.0,957,5,3,2,4.88,0.38,60.42,
diogo j.,7.2,72,1.0,835,5,4,6,6.16,1.06,84.1,
doak,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
elliott,5.2,14,1.0,121,0,1,0,0.2,0.38,17.4,
endo,4.6,14,1.0,137,0,0,0,0.0,0.04,10.62304761904762,
gakpo,7.4,96,0.0,1400,8,4,5,5.92,2.72,104.98,
gomez,4.7,14,0.0,517,0,0,1,0.33,0.09,13.98,
gravenberch,5.0,71,2.0,2471,0,2,12,0.86,3.05,62.68,
jones,5.3,70,1.0,1159,3,5,4,4.0,0.87,77.82,
kelleher,4.0,37,0.0,720,0,0,3,0.0,0.0,3.9237786938038095,
konaté,5.2,82,2.0,1894,1,2,9,1.09,0.8,68.16,
luis díaz,7.5,138,6.0,1845,9,6,13,7.48,3.25,111.62,
m.salah,13.7,306,15.0,2570,27,17,12,21.45,6.94,272.57,
mac allister,6.2,87,1.0,2110,3,4,12,2.4,3.83,84.49,
mcconnell,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
morton,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
n.phillips,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
quansah,3.9,9,1.0,286,0,0,0,0.0,0.14,6.910500000000001,
r.williams,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
robertson,5.8,76,1.0,2014,0,0,9,0.79,3.48,69.08,
szoboszlai,6.4,111,1.0,1948,5,7,10,6.3,4.36,109.39,
tsimikas,4.6,32,0.0,509,0,1,3,0.12,1.1,32.77,
virgil,6.4,108,2.0,2610,1,1,12,1.53,0.75,84.81,
chiesa,6.8,3,0.0,25,0,0,0,0.16,0.09,7.252000000000001,
jaros,4.0,1,0.0,11,0,0,0,0.0,0.0,3.9237786938038095,
davies,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
nyoni,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
nallo,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
danns,4.5,1,0.0,10,0,0,0,0.0,0.01,44.8585142912643,
slot,1.5,67,9.0,0,0,0,0,0.0,0.0,3.9237786938038095,
akanji,5.3,44,0.0,1707,0,0,4,0.7,1.09,46.99,
aké,5.3,25,0.0,677,0,0,3,0.22,0.17,25.94333333333333,
bernardo,6.1,76,1.5,2037,2,4,4,2.97,3.49,78.15,
bobb,4.7,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
carson,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
de bruyne,9.3,76,1.0,1095,2,8,5,2.69,4.64,86.87,
doku,6.2,67,1.5,1156,3,4,5,0.97,2.45,69.45,
ederson m.,5.3,75,1.5,1710,0,3,5,0.0,0.02,78.5138888888889,
foden,9.2,99,2.0,1625,7,3,5,4.87,5.12,111.9,
grealish,6.4,26,0.0,600,0,1,1,0.78,1.52,53.87,
gvardiol,6.0,106,1.5,2468,5,0,7,4.18,2.48,80.3,
haaland,14.8,171,4.5,2480,21,3,7,20.78,1.75,182.22,
j.alvarez,7.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
joão cancelo,5.3,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
kovačić,5.4,80,0.5,1677,4,2,7,1.46,2.65,73.05,
lewis,4.3,56,1.0,1699,1,2,4,1.32,0.92,54.01,
matheus n.,4.9,45,1.0,1040,0,4,4,0.53,2.35,51.81,
mcatee,4.6,20,0.0,123,2,0,0,1.34,0.03,24.14,
ortega moreno,5.2,26,0.5,900,0,0,2,0.0,0.0,3.9237786938038095,
rodrigo,6.2,2,0.0,65,0,0,0,0.0,0.09,3.5625,
rúben,5.4,44,1.5,1459,0,0,5,1.29,0.82,48.34,
stones,5.3,29,0.0,544,2,0,1,0.6,0.17,32.26,
walker,5.1,13,0.0,966,0,0,0,0.12,1.34,19.46,
savinho,6.2,91,1.5,1561,1,10,6,4.62,5.45,92.68,
o’reilly,4.9,2,0.0,21,0,0,0,0.03,0.0,2.058270917860824,
gündogan,6.3,55,3.5,1528,0,3,4,1.68,3.1,60.3,
kaboré,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
wright,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
simpson-pusey,4.0,1,0.0,95,0,0,0,0.0,0.01,44.8585142912643,
wilson-esbrand,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
mubama,4.5,1,0.0,27,0,0,0,0.04,0.0,1.2358333333333331,
alleyne,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
brits,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
khusanov,5.0,14,0.5,503,0,0,2,0.02,0.09,8.7475,
vitor reis,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
guardiola,1.5,36,2.5,0,0,0,0,0.0,0.0,3.9237786938038095,
marmoush,7.3,38,6.5,474,4,1,2,1.16,0.87,46.51,
n.gonzalez,6.0,12,2.0,391,0,0,3,0.22,0.31,28.16847619047619,
echeverri,6.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
amad,5.3,107,0.0,1591,6,7,6,4.12,3.42,106.32,
antony,5.7,8,0.0,135,0,0,0,0.6,0.21,12.85,
b.fernandes,8.6,152,13.0,2375,8,11,8,8.57,5.43,138.71,
bayindir,4.3,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
casemiro,4.7,39,1.5,1118,1,0,3,1.29,1.79,42.65,
dalot,5.0,83,6.5,2486,0,3,7,1.88,1.87,71.39,
eriksen,5.2,30,2.5,776,0,1,4,0.19,1.71,31.0,
evans,4.4,14,0.0,288,0,0,1,0.08,0.02,14.605833333333331,
garnacho,5.9,78,6.5,1633,4,3,4,5.81,1.49,79.34,
hannibal,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
heaton,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
højlund,6.9,57,4.0,1429,3,1,3,2.78,0.82,69.8,
lindelof,4.3,13,4.0,240,0,0,1,0.0,0.06,10.4875,
maguire,4.9,35,0.0,1354,1,0,2,0.81,0.21,39.0,
mainoo,5.2,32,0.0,1282,0,0,5,0.6,1.22,39.63,
malacia,4.4,2,0.0,99,0,0,0,0.0,0.02,9.35128214840715,
martinez,4.3,68,0.0,1751,2,1,6,1.33,1.21,59.77,
mctominay,4.9,2,0.0,17,0,0,0,0.07,0.0,1.0743333333333331,
mount,6.3,8,0.0,243,0,0,1,0.4,0.08,19.12,
onana,4.9,101,5.0,2610,0,0,8,0.0,0.19,11.7195,
pellistri,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
shaw,4.9,2,0.0,68,0,0,0,0.0,0.01,44.8585142912643,
zirkzee,6.5,60,1.5,1235,3,2,3,4.31,1.01,64.34,
yoro,4.3,12,0.5,695,0,0,0,0.7,0.07,18.06,
de ligt,4.8,66,4.0,1995,2,0,4,2.33,0.25,57.09,
mazraoui,4.3,72,4.0,2216,0,1,6,0.61,1.56,62.02,
collyer,4.5,6,1.0,174,0,0,0,0.08,0.37,20.03,
wheatley,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
ugarte,4.9,34,1.5,1321,1,0,3,0.47,0.51,33.73,
heaven,4.0,2,1.0,95,0,0,0,0.0,0.0,3.9237786938038095,
fletcher,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
amass,4.0,1,0.5,21,0,0,0,0.0,0.0,3.9237786938038095,
fitzgerald,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
kukonki,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
amorim,0.8,43,10.0,0,0,0,0,0.0,0.0,3.9237786938038095,
harrison,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
dorgu,4.5,-1,0.0,222,0,0,0,0.08,0.08,3.92,
obi,4.5,2,0.5,26,0,0,0,0.0,0.01,44.8585142912643,
fredricson,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
moorhouse,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
koné,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
graczyk,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
dermot mee,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
a.murphy,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
almirón,5.4,10,0.0,150,0,0,0,0.52,0.19,12.95,
barnes,5.9,73,6.0,893,5,2,2,2.82,3.1,74.07,
botman,4.4,7,0.0,225,0,0,1,0.03,0.02,11.67426923076923,
bruno g.,6.1,103,11.0,2424,3,6,9,2.84,4.3,94.87,
burn,4.4,73,5.0,2430,0,0,9,1.1,0.79,58.09,
dúbravka,4.2,44,0.0,900,0,0,5,0.0,0.0,3.9237786938038095,
gordon,7.4,113,0.0,2107,6,6,9,8.01,4.5,112.12,
hall,4.8,102,0.0,2188,0,7,8,0.43,3.73,77.03,
hayden,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
isak,9.3,169,2.0,2053,19,5,8,15.45,3.15,169.98,
j.murphy,5.0,101,3.0,1676,5,8,7,3.94,3.72,102.34,
joelinton,6.0,79,3.0,2005,4,1,8,3.49,1.7,72.76,
kelly,4.2,12,0.0,299,0,1,0,0.41,0.11,15.18,
krafth,4.3,11,0.0,241,0,0,1,0.04,0.03,13.783333333333331,
kuol,4.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
lascelles,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
lewis,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
livramento,4.5,65,7.0,1935,0,0,6,0.13,0.94,22.118333333333336,
longstaff,4.5,30,1.0,734,0,1,2,0.6,0.22,27.05,
miley,5.0,15,0.0,188,1,0,0,0.57,0.09,21.09,
odysseas,4.2,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
pope,4.9,56,6.0,1620,0,0,4,0.0,0.0,3.9237786938038095,
ruddy,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
schär,5.4,66,6.0,2052,2,0,7,1.77,0.79,69.37,
targett,3.9,1,0.0,12,0,0,0,0.0,0.0,3.9237786938038095,
tonali,5.5,56,3.0,1725,1,1,7,3.15,1.19,53.74,
trippier,5.6,34,8.0,688,0,0,3,0.05,0.58,26.49,
white,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
willock,4.7,38,1.0,801,0,2,3,0.87,0.8,56.95,
wilson,6.9,8,1.0,156,0,0,0,0.22,0.01,6.198404761904762,
pivas,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
osula,4.9,10,0.0,65,0,0,0,0.0,0.02,9.35128214840715,
howe,1.5,29,9.0,0,0,0,0,0.0,0.0,3.9237786938038095,
neave,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
alex moreno,4.2,31,0.0,812,0,1,3,0.17,0.82,31.86,
aina,5.4,122,3.5,2531,2,1,12,0.58,1.47,90.0,
anderson,5.0,83,4.0,1978,1,6,11,1.35,3.04,75.32,
awoniyi,5.5,27,1.0,263,1,0,0,2.04,0.11,33.05,
boly,4.2,5,0.0,131,0,0,0,0.07,0.0,1.0743333333333331,
bowler,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
c.miguel,4.1,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
da silva moreira,4.3,2,0.0,28,0,0,0,0.0,0.0,3.9237786938038095,
danilo,4.7,8,0.5,168,0,0,1,0.0,0.01,44.8585142912643,
dennis,4.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
dominguez,4.8,36,2.5,1387,0,0,6,1.28,1.0,40.96,
elanga,5.3,118,9.5,1841,5,8,11,3.95,3.72,102.34,
gibbs-white,6.6,118,5.0,2019,5,10,11,4.07,4.14,113.45,
hudson-odoi,5.3,95,6.5,1893,5,3,11,2.21,2.35,88.2,
mighten,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
murillo,4.7,102,4.5,2478,1,0,11,1.14,1.02,79.56,
n.williams,4.4,84,3.5,1778,1,1,9,1.77,0.7,63.52,
o.richards,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
o'brien,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
omobamidele,4.2,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
panzo,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
sangaré,4.3,11,0.5,270,0,1,1,0.02,0.06,36.3,
sels,5.1,125,4.5,2610,0,1,12,0.0,0.07,73.78333333333333,
toffolo,4.2,3,0.0,45,0,0,0,0.02,0.01,12.368880952380954,
ui-jo,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
wood,7.3,174,2.0,2343,18,3,14,10.9,1.08,168.72,
worrall,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
yates,4.8,53,0.5,1537,2,1,5,2.24,0.43,36.41,
milenković,4.9,120,8.5,2520,4,2,12,3.61,0.6,93.32,
jota silva,5.9,42,3.0,708,2,2,1,1.52,1.85,50.56,
sosa,5.5,20,0.0,229,1,0,1,1.04,0.3,46.19,
morato,4.5,34,0.5,616,0,0,3,0.1,0.02,18.933071428571427,
abbott,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
hennessey,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
nuno,1.1,43,9.5,0,0,0,0,0.0,0.0,3.9237786938038095,
ramsdale,4.4,57,1.5,1890,0,0,2,0.0,0.03,41.27485119047618,
archer,4.9,46,1.0,1166,2,0,1,4.88,0.54,59.75,
ugochukwu,4.4,26,2.0,1022,0,1,0,0.36,0.43,24.513333333333332,
fraser,4.8,7,0.0,303,0,0,0,0.02,0.1,7.5175,
amo-ameyaw,4.4,1,0.0,26,0,0,0,0.02,0.13,5.45,
aribo,4.9,67,1.5,1821,3,0,1,2.66,1.21,68.13,
armstrong,5.1,45,0.0,1246,2,3,2,3.28,0.56,52.04,
bazunu,4.3,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
bednarek,4.0,47,0.5,1901,2,0,2,0.65,0.78,48.65,
bella-kotchap,3.9,2,1.0,329,0,0,0,0.32,0.01,4.163738095238095,
bree,3.9,15,0.0,886,0,1,0,0.11,0.67,31.32,
charles,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
edozie,4.9,1,0.0,64,0,0,0,0.0,0.15,3.3445,
edwards,3.9,1,0.0,12,0,0,0,0.0,0.0,3.9237786938038095,
harwood-bellis,4.0,42,1.0,2119,1,0,2,1.72,0.53,39.77,
kamaldeen,5.0,33,2.0,734,1,1,0,0.78,0.41,36.71,
lallana,5.0,17,0.5,352,0,2,0,0.15,0.48,25.37,
larios,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
lis,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
lumley,4.0,8,0.0,270,0,0,0,0.0,0.0,3.9237786938038095,
manning,4.3,18,1.0,968,0,1,0,0.29,2.07,39.49,
mara,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
mccarthy,4.2,12,0.0,450,0,0,0,0.0,0.0,3.9237786938038095,
onuachu,4.9,39,3.5,755,3,1,0,2.84,0.24,42.9,
smallbone,5.0,20,3.5,549,1,0,0,0.39,0.76,28.05,
stephens,4.0,12,0.5,804,0,0,1,0.28,0.2,14.158333333333331,
stewart,4.4,3,0.0,130,0,0,0,0.17,0.02,6.992904761904762,
sugawara,4.2,39,1.0,1432,1,1,2,0.44,2.44,52.97,
taylor,3.9,5,0.0,263,0,0,0,0.0,0.1,4.6875,
walker-peters,4.3,43,1.0,2378,0,2,2,0.49,2.15,45.92,
wood,4.0,13,0.0,622,0,0,1,0.23,0.04,15.07,
cornet,4.7,1,0.0,71,0,0,0,0.16,0.0,5.196666666666667,
downes,4.7,35,0.5,1520,1,0,2,0.62,1.14,59.52,
brereton díaz,4.8,13,0.0,446,0,0,0,0.9,0.15,21.13,
dibling,4.4,56,3.5,1533,2,2,2,2.46,1.32,60.45,
m.fernandes,5.0,61,1.5,2142,1,2,4,3.22,2.64,59.64,
o'brien-whitmarsh,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
welington,4.0,3,0.0,171,0,0,0,0.01,0.14,7.646,
kayi sanda,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
grønbæk,4.9,6,1.5,141,0,0,0,0.12,0.01,14.134166666666664,
jurić,0.5,12,1.0,0,0,0,0,0.0,0.0,3.9237786938038095,
solanke,7.3,87,2.0,1778,7,5,3,9.16,1.09,90.26,
a.phillips,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
austin,4.0,1,0.0,90,0,0,0,0.0,0.0,3.9237786938038095,
bentancur,4.9,41,1.5,1243,2,0,3,1.36,0.82,47.35,
bergvall,4.4,35,2.5,924,0,2,2,0.55,0.63,37.22,
bissouma,4.8,44,0.5,1136,2,0,3,0.57,0.47,40.8,
bryan,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
davies,4.3,24,0.5,720,0,0,3,0.17,0.21,19.098,
devine,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
dragusin,4.3,24,0.0,1250,0,0,2,0.13,0.16,21.76,
e.royal,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
forster,4.3,19,0.0,630,0,0,1,0.0,0.0,3.9237786938038095,
gray,4.6,34,1.0,1245,0,0,2,0.03,0.16,28.38,
højbjerg,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
johnson,6.2,108,1.0,1759,9,4,2,9.61,1.37,102.6,
kulusevski,6.2,110,0.0,2152,7,4,6,3.92,3.95,108.7,
lo celso,4.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
maddison,7.4,118,0.5,1514,9,6,5,5.42,5.46,119.28,
pedro porro,5.3,93,0.5,2277,2,5,6,1.5,3.65,88.67,
reguilón,4.1,1,0.0,121,0,0,0,0.07,0.24,5.78,
richarlison,6.8,20,0.0,275,2,1,1,1.17,0.58,26.07,
romero,4.9,44,4.5,1101,1,0,3,1.06,0.75,53.08,
p.m.sarr,4.7,60,5.0,1386,3,2,2,3.12,0.61,62.87,
scarlett,4.4,6,0.5,31,0,1,0,0.04,0.0,8.48,
solomon,5.4,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
son,9.7,123,3.5,1855,7,10,4,6.66,4.69,122.75,
spence,4.4,42,1.0,1063,1,1,3,0.28,0.94,42.7,
udogie,4.8,43,1.0,1653,0,1,2,0.31,1.14,38.08,
van de ven,4.5,29,0.5,817,0,2,2,0.35,0.69,31.77,
veliz,5.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
vicario,4.8,56,2.0,1530,0,0,4,0.0,0.0,3.9237786938038095,
werner,6.2,34,0.0,504,0,3,1,1.04,1.55,44.64,
whiteman,3.9,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
lankshear,4.5,3,0.0,10,0,0,0,0.0,0.0,3.9237786938038095,
moore,4.5,14,0.0,180,0,2,0,0.2,0.55,21.15,
odobert,5.3,13,1.5,348,0,0,1,0.68,0.17,21.54,
olusesi,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
hardy,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
williams-barnett,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
dorrington,4.0,1,0.0,13,0,0,0,0.0,0.0,3.9237786938038095,
king,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
kinsky,4.2,12,0.0,360,0,0,1,0.0,0.01,44.8585142912643,
yang,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
ajayi,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
postecoglou,1.1,40,5.0,0,0,0,0,0.0,0.0,3.9237786938038095,
cassanova,4.0,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
danso,4.5,11,0.5,347,0,0,1,0.33,0.06,11.3,
tel,6.0,10,1.5,304,0,0,2,0.78,0.11,15.99,
ferguson,5.5,25,1.0,326,1,0,1,0.82,0.66,49.52,
wan-bissaka,4.5,88,2.0,2434,2,3,5,1.0,2.04,65.0,
álvarez,5.0,35,1.0,1534,0,1,3,0.31,0.79,34.01833333333334,
antonio,5.3,42,0.0,834,1,4,4,2.2,0.91,67.4,
areola,4.2,45,3.0,1539,0,0,3,0.0,0.0,3.9237786938038095,
bowen,7.6,125,3.5,2187,7,8,6,6.32,4.96,120.77,
coufal,4.1,18,0.0,729,0,0,1,0.27,0.8,25.69583333333333,
cresswell,3.9,26,1.0,538,0,0,2,0.11,1.22,23.41,
earthy,4.5,0,0.0,0,0,0,0,0.0,0.0,3.9237786938038095,
