id,first_name,second_name,team,now_cost,total_points,form,minutes,goals_scored,assists,clean_sheets,selected_by_percent
785,Claudio,Echeverri,13,6.0,0,0.0,0,0,0,0,0.0
733,Vitor,de Oliveira Nunes dos Reis,13,4.5,0,0.0,0,0,0,0,0.0
704,Spike,Brits,13,4.0,0,0.0,0,0,0,0,0.0
703,Max,Alleyne,13,4.0,0,0.0,0,0,0,0,0.0
675,Josh,Wilson-Esbrand,13,4.0,0,0.0,0,0,0,0,0.0
671,Jacob,Wright,13,4.5,0,0.0,0,0,0,0,0.0
626,Issa,Kaboré,13,4.5,0,0.0,0,0,0,0,0.0
353,João,Cavaco Cancelo,13,5.3,0,0.0,0,0,0,0,0.2
352,Julián,Álvarez,13,7.0,0,0.0,0,0,0,0,0.1
344,Scott,Carson,13,3.9,0,0.0,0,0,0,0,0.2
343,Oscar,Bobb,13,4.7,0,0.0,0,0,0,0,0.1
692,Amara,Nallo,12,4.0,0,0.0,0,0,0,0,0.0
691,Godwill,Kukonki,14,4.0,0,0.0,0,0,0,0,0.0
761,Elyh,Harrison,14,4.0,0,0.0,0,0,0,0,0.0
777,Tyler,Fredricson,14,4.0,0,0.0,0,0,0,0,0.0
414,John,Ruddy,15,3.9,0,0.0,0,0,0,0,0.3
438,Omar,Richards,16,4.5,0,0.0,0,0,0,0,0.0
435,Alex,Mighten,16,4.5,0,0.0,0,0,0,0,0.0
430,Emmanuel,Dennis,16,4.9,0,0.0,0,0,0,0,0.2
427,Carlos Miguel,dos Santos Pereira,16,4.1,0,0.0,0,0,0,0,0.1
426,Josh,Bowler,16,4.5,0,0.0,0,0,0,0,0.0
789,Sean,Neave,15,4.5,0,0.0,0,0,0,0,0.0
574,Miodrag,Pivaš,15,4.0,0,0.0,0,0,0,0,0.1
419,Joe,White,15,4.5,0,0.0,0,0,0,0,0.1
412,Odysseas,Vlachodimos,15,4.2,0,0.0,0,0,0,0,0.1
778,Jack,Moorhouse,14,4.5,0,0.0,0,0,0,0,0.0
408,Jamal,Lewis,15,4.0,0,0.0,0,0,0,0,0.1
407,Jamaal,Lascelles,15,4.5,0,0.0,0,0,0,0,0.0
406,Garang,Kuol,15,4.4,0,0.0,0,0,0,0,0.1
400,Isaac,Hayden,15,4.4,0,0.0,0,0,0,0,0.1
390,Alex,Murphy,15,4.0,0,0.0,0,0,0,0,0.5
788,Dermot,Mee,14,4.0,0,0.0,0,0,0,0,0.0
783,Hubert,Graczyk,14,4.0,0,0.0,0,0,0,0,0.0
779,Sékou,Koné,14,4.5,0,0.0,0,0,0,0,0.0
688,Treymaurice,Nyoni,12,4.5,0,0.0,0,0,0,0,0.0
669,Harvey,Davies,12,4.0,0,0.0,0,0,0,0,0.0
334,Rhys,Williams,12,4.0,0,0.0,0,0,0,0,0.0
332,Nathaniel,Phillips,12,4.0,0,0.0,0,0,0,0,0.1
242,Steven,Benda,9,3.9,0,0.0,0,0,0,0,0.4
775,Coby,Ebere,8,4.5,0,0.0,0,0,0,0,0.0
773,Isaac,Heath,8,4.5,0,0.0,0,0,0,0,0.0
724,Martin,Sherif,8,4.5,0,0.0,0,0,0,0,0.1
678,Callum,Bates,8,4.5,0,0.0,0,0,0,0,0.0
627,Roman,Dixon,8,4.0,0,0.0,90,0,0,0,0.1
624,Asmir,Begovic,8,4.0,0,0.0,0,0,0,0,0.2
614,Jenson,Metcalfe,8,4.5,0,0.0,0,0,0,0,0.0
237,Youssef,Ramalho Chermiti,8,4.9,0,0.0,11,0,0,0,0.0
229,Neal,Maupay,8,4.9,0,0.0,0,0,0,0,0.2
227,João,Neves Virgínia,8,3.9,0,0.0,0,0,0,0,0.6
676,Zach,Marsh,7,4.5,0,0.0,0,0,0,0,0.3
647,Kaden,Rodney,7,4.5,0,0.0,0,0,0,0,0.0
644,Franco,Umeh-Chibueze,7,4.4,0,0.0,0,0,0,0,0.0
445,Matt,Turner,7,3.9,0,0.0,0,0,0,0,8.7
215,Joel,Ward,7,4.3,0,0.0,0,0,0,0,0.1
213,Jesurun,Rak-Sakyi,7,4.5,0,0.0,0,0,0,0,0.0
212,David,Ozoh,7,4.5,0,0.0,0,0,0,0,0.0
209,Remi,Matthews,7,3.9,0,0.0,0,0,0,0,0.5
246,Luke,Harris,9,4.5,0,0.0,0,0,0,0,0.0
250,Kevin,Mbabu,9,4.0,0,0.0,0,0,0,0,0.1
297,Wanya,Marçal-Madivádua,11,4.5,0,0.0,0,0,0,0,0.0
331,Tyler,Morton,12,4.4,0,0.0,0,0,0,0,0.1
318,Ben,Doak,12,4.5,0,0.0,0,0,0,0,0.0
315,Bobby,Clark,12,4.5,0,0.0,0,0,0,0,0.0
312,Stefan,Bajčetić Maquieira,12,4.5,0,0.0,0,0,0,0,0.0
708,Thomas,Wilson-Brown,11,4.0,0,0.0,0,0,0,0,0.0
694,Henry,Cartwright,11,4.5,0,0.0,0,0,0,0,0.0
616,Ben,Nelson,11,4.0,0,0.0,0,0,0,0,0.0
303,Harry,Souttar,11,4.0,0,0.0,0,0,0,0,0.0
253,Tim,Ream,9,4.5,0,0.0,0,0,0,0,0.0
294,Daniel,Iversen,11,3.9,0,0.0,0,0,0,0,0.8
292,Michael,Golding,11,4.4,0,0.0,0,0,0,0,0.2
286,Tom,Cannon,11,4.5,0,0.0,0,0,0,0,0.3
280,Cieran,Slicker,10,3.9,0,0.0,0,0,0,0,0.6
279,Corrie,Ndaba,10,4.0,0,0.0,0,0,0,0,0.0
276,Freddie,Ladapo,10,4.5,0,0.0,0,0,0,0,0.4
273,Cameron,Humphreys,10,4.5,0,0.0,0,0,0,0,0.0
261,Elkan,Baggott,10,4.0,0,0.0,0,0,0,0,0.0
690,Samuel,Amissah,9,4.0,0,0.0,0,0,0,0,0.0
330,James,McConnell,12,4.4,0,0.0,0,0,0,0,0.1
766,Patrick,Dorgu,14,4.5,-1,0.0,222,0,0,0,0.2
715,Ben,Godfrey,10,4.0,-1,0.0,108,0,0,0,0.0
